attendance_id,employee_id,attendance_date,status,check_in,check_out,overtime_hours,year,month,month_name,day_name
ATT030907,EMP00923,2026-04-04,Absent,,,0.0,2026,4,April,Saturday
ATT034804,EMP00923,2026-06-09,Present,08:58:00,20:20:00,0.0,2026,6,June,Tuesday
ATT009340,EMP00923,2026-06-26,Present,10:47:00,18:29:00,0.0,2026,6,June,Friday
ATT008099,EMP00924,2025-01-20,Present,08:11:00,19:48:00,0.0,2025,1,January,Monday
ATT023170,EMP00924,2025-01-27,Present,09:52:00,19:49:00,0.0,2025,1,January,Monday
ATT023986,EMP00924,2025-02-03,Absent,,,0.0,2025,2,February,Monday
ATT006934,EMP00924,2025-03-16,Present,09:13:00,20:09:00,0.0,2025,3,March,Sunday
ATT004883,EMP00924,2025-04-15,Present,10:08:00,17:49:00,1.3,2025,4,April,Tuesday
ATT033165,EMP00924,2025-08-01,Present,09:14:00,19:39:00,0.0,2025,8,August,Friday
ATT029883,EMP00924,2025-09-30,Present,09:16:00,20:49:00,0.7,2025,9,September,Tuesday
ATT016972,EMP00924,2025-10-17,Present,09:55:00,17:11:00,12.3,2025,10,October,Friday
ATT009284,EMP00924,2025-11-01,Present,10:51:00,18:48:00,0.0,2025,11,November,Saturday
ATT030043,EMP00924,2025-11-02,Present,08:44:00,17:51:00,0.0,2025,11,November,Sunday
ATT032372,EMP00924,2025-11-13,Present,09:54:00,20:50:00,0.0,2025,11,November,Thursday
ATT018888,EMP00924,2026-04-14,Present,10:47:00,20:33:00,1.5,2026,4,April,Tuesday
ATT014094,EMP00924,2026-06-03,On Leave,,,0.0,2026,6,June,Wednesday
ATT020807,EMP00924,2026-06-19,On Leave,,,0.0,2026,6,June,Friday
ATT019047,EMP00924,2026-06-20,Absent,,,0.0,2026,6,June,Saturday
ATT026325,EMP00925,2025-02-03,Present,10:37:00,18:40:00,0.0,2025,2,February,Monday
ATT026101,EMP00925,2025-03-11,Present,08:10:00,19:02:00,0.0,2025,3,March,Tuesday
ATT035815,EMP00925,2025-03-12,Present,08:15:00,18:01:00,1.6,2025,3,March,Wednesday
ATT025203,EMP00925,2025-04-11,Present,08:26:00,18:21:00,0.0,2025,4,April,Friday
ATT002266,EMP00925,2025-05-22,Half Day,10:19:00,19:28:00,0.0,2025,5,May,Thursday
ATT024714,EMP00925,2025-05-27,Present,10:12:00,17:07:00,3.1,2025,5,May,Tuesday
ATT000106,EMP00925,2025-08-20,Present,10:57:00,17:05:00,3.9,2025,8,August,Wednesday
ATT001331,EMP00925,2025-10-09,Present,09:00:00,19:46:00,0.0,2025,10,October,Thursday
ATT033026,EMP00925,2025-11-01,Present,09:20:00,17:16:00,0.0,2025,11,November,Saturday
ATT039027,EMP00925,2026-03-12,Present,08:55:00,20:08:00,0.0,2026,3,March,Thursday
ATT034909,EMP00925,2026-03-20,Absent,,,0.0,2026,3,March,Friday
ATT011702,EMP00925,2026-04-20,Absent,,,0.0,2026,4,April,Monday
ATT022484,EMP00925,2026-06-24,Present,10:11:00,19:58:00,0.0,2026,6,June,Wednesday
ATT025185,EMP00925,2026-07-13,Present,08:24:00,19:51:00,0.0,2026,7,July,Monday
ATT014054,EMP00926,2025-02-26,Present,09:11:00,18:30:00,2.6,2025,2,February,Wednesday
ATT030314,EMP00926,2025-05-16,Present,08:15:00,19:07:00,0.0,2025,5,May,Friday
ATT041702,EMP00926,2025-05-21,Present,08:40:00,20:07:00,2.6,2025,5,May,Wednesday
ATT013717,EMP00926,2025-06-05,Present,08:15:00,19:35:00,0.0,2025,6,June,Thursday
ATT031830,EMP00926,2025-08-26,Present,09:55:00,19:46:00,0.0,2025,8,August,Tuesday
ATT020478,EMP00926,2025-11-11,Present,10:21:00,17:23:00,0.0,2025,11,November,Tuesday
ATT016495,EMP00926,2025-11-18,Present,10:48:00,20:34:00,0.0,2025,11,November,Tuesday
ATT039299,EMP00926,2026-01-12,Present,09:23:00,17:35:00,0.0,2026,1,January,Monday
ATT040911,EMP00926,2026-02-07,Present,10:39:00,19:48:00,0.0,2026,2,February,Saturday
ATT005456,EMP00926,2026-03-24,Absent,,,0.0,2026,3,March,Tuesday
ATT025431,EMP00926,2026-04-10,Absent,,,0.0,2026,4,April,Friday
ATT026481,EMP00926,2026-04-17,Present,10:49:00,19:30:00,0.0,2026,4,April,Friday
ATT036410,EMP00926,2026-06-17,Work From Home,10:21:00,20:49:00,0.0,2026,6,June,Wednesday
ATT039905,EMP00927,2025-03-18,On Leave,,,0.0,2025,3,March,Tuesday
ATT022833,EMP00927,2025-03-26,Half Day,09:00:00,20:42:00,0.0,2025,3,March,Wednesday
ATT007031,EMP00927,2025-06-02,Present,10:00:00,19:26:00,0.0,2025,6,June,Monday
ATT016265,EMP00927,2025-07-10,Work From Home,08:14:00,17:40:00,0.0,2025,7,July,Thursday
ATT035583,EMP00927,2025-08-17,Present,10:25:00,19:04:00,3.8,2025,8,August,Sunday
ATT003742,EMP00927,2025-10-22,Present,10:16:00,19:47:00,0.0,2025,10,October,Wednesday
ATT032429,EMP00927,2025-10-27,Present,10:29:00,17:01:00,0.0,2025,10,October,Monday
ATT007717,EMP00927,2026-01-18,Present,09:46:00,18:37:00,0.8,2026,1,January,Sunday
ATT004996,EMP00927,2026-02-18,Present,08:36:00,19:17:00,0.0,2026,2,February,Wednesday
ATT022831,EMP00927,2026-03-05,Present,10:07:00,17:11:00,0.0,2026,3,March,Thursday
ATT014478,EMP00927,2026-03-25,Present,08:34:00,19:23:00,3.7,2026,3,March,Wednesday
ATT013165,EMP00928,2025-04-29,Absent,,,0.0,2025,4,April,Tuesday
ATT041555,EMP00928,2025-06-20,Present,09:33:00,17:58:00,0.0,2025,6,June,Friday
ATT032496,EMP00928,2025-07-24,Present,10:49:00,17:58:00,0.0,2025,7,July,Thursday
ATT002495,EMP00928,2025-09-16,Present,08:49:00,20:52:00,0.0,2025,9,September,Tuesday
ATT010756,EMP00928,2025-12-02,Present,10:19:00,20:22:00,0.0,2025,12,December,Tuesday
ATT001811,EMP00928,2026-06-18,Present,09:43:00,17:23:00,2.7,2026,6,June,Thursday
ATT028267,EMP00928,2026-07-15,Present,09:04:00,18:10:00,0.0,2026,7,July,Wednesday
ATT001146,EMP00929,2025-01-03,On Leave,,,0.0,2025,1,January,Friday
ATT012972,EMP00929,2025-01-25,Present,10:51:00,19:34:00,2.6,2025,1,January,Saturday
ATT031904,EMP00929,2025-01-30,Present,10:19:00,17:50:00,0.0,2025,1,January,Thursday
ATT026623,EMP00929,2025-04-03,Present,10:09:00,20:29:00,3.3,2025,4,April,Thursday
ATT021691,EMP00929,2025-05-07,Work From Home,10:16:00,19:55:00,0.0,2025,5,May,Wednesday
ATT014004,EMP00929,2025-06-11,Work From Home,10:57:00,20:37:00,0.0,2025,6,June,Wednesday
ATT016258,EMP00929,2025-07-29,Present,09:46:00,20:28:00,0.0,2025,7,July,Tuesday
ATT005857,EMP00929,2025-09-04,Present,08:09:00,18:59:00,0.6,2025,9,September,Thursday
ATT006024,EMP00929,2026-01-29,Present,09:08:00,17:14:00,0.0,2026,1,January,Thursday
ATT019860,EMP00929,2026-03-05,Present,09:48:00,17:27:00,0.0,2026,3,March,Thursday
ATT036512,EMP00929,2026-03-17,Present,09:31:00,17:23:00,0.0,2026,3,March,Tuesday
ATT023113,EMP00929,2026-04-24,Present,09:01:00,20:51:00,3.3,2026,4,April,Friday
ATT040577,EMP00929,2026-05-01,Present,08:24:00,17:49:00,0.0,2026,5,May,Friday
ATT036743,EMP00929,2026-05-03,Present,09:36:00,17:15:00,3.0,2026,5,May,Sunday
ATT010770,EMP00929,2026-07-10,Work From Home,09:49:00,19:09:00,0.0,2026,7,July,Friday
ATT010507,EMP00930,2025-02-15,Present,10:26:00,19:06:00,0.0,2025,2,February,Saturday
ATT001842,EMP00930,2025-02-25,Present,10:28:00,18:05:00,0.0,2025,2,February,Tuesday
ATT023239,EMP00930,2025-05-05,Present,10:24:00,17:26:00,0.0,2025,5,May,Monday
ATT016875,EMP00930,2025-06-15,On Leave,,,0.0,2025,6,June,Sunday
ATT004769,EMP00930,2025-08-28,Present,08:56:00,19:53:00,0.0,2025,8,August,Thursday
ATT034809,EMP00930,2025-11-19,Present,08:37:00,20:45:00,0.0,2025,11,November,Wednesday
ATT003397,EMP00930,2025-12-11,Present,09:57:00,20:02:00,0.0,2025,12,December,Thursday
ATT040356,EMP00930,2026-02-05,Work From Home,08:35:00,17:59:00,0.0,2026,2,February,Thursday
ATT025652,EMP00930,2026-04-21,Absent,,,0.0,2026,4,April,Tuesday
ATT006846,EMP00930,2026-04-22,Work From Home,10:54:00,17:29:00,0.0,2026,4,April,Wednesday
ATT000750,EMP00930,2026-05-29,Present,10:18:00,20:01:00,0.0,2026,5,May,Friday
ATT007315,EMP00930,2026-06-25,Present,09:57:00,17:34:00,3.3,2026,6,June,Thursday
ATT018752,EMP00930,2026-07-01,Present,09:05:00,19:43:00,0.0,2026,7,July,Wednesday
ATT027249,EMP00930,2026-07-18,Present,08:59:00,19:10:00,2.5,2026,7,July,Saturday
ATT027848,EMP00931,2025-01-15,Present,08:30:00,17:24:00,0.9,2025,1,January,Wednesday
ATT039982,EMP00931,2025-05-02,Present,10:27:00,18:48:00,0.0,2025,5,May,Friday
ATT023267,EMP00931,2025-08-31,Present,09:35:00,19:42:00,0.0,2025,8,August,Sunday
ATT027334,EMP00931,2025-09-17,Present,09:52:00,17:45:00,0.0,2025,9,September,Wednesday
ATT037437,EMP00931,2025-09-30,Present,08:33:00,19:59:00,0.0,2025,9,September,Tuesday
ATT001351,EMP00931,2025-11-09,Present,10:36:00,19:21:00,0.0,2025,11,November,Sunday
ATT013970,EMP00931,2025-12-09,Present,09:16:00,17:40:00,0.0,2025,12,December,Tuesday
ATT023061,EMP00931,2026-05-15,Present,08:53:00,17:48:00,0.0,2026,5,May,Friday
ATT014456,EMP00931,2026-07-02,Present,09:00:00,20:53:00,0.0,2026,7,July,Thursday
ATT009831,EMP00932,2025-02-02,Work From Home,09:10:00,19:39:00,0.0,2025,2,February,Sunday
ATT033313,EMP00932,2025-02-25,Work From Home,08:13:00,18:40:00,0.0,2025,2,February,Tuesday
ATT006476,EMP00932,2025-03-29,Present,08:05:00,17:12:00,1.2,2025,3,March,Saturday
ATT025934,EMP00932,2025-04-12,On Leave,,,0.0,2025,4,April,Saturday
ATT029695,EMP00932,2025-04-29,Present,08:25:00,18:18:00,0.0,2025,4,April,Tuesday
ATT012821,EMP00932,2025-05-08,On Leave,,,0.0,2025,5,May,Thursday
ATT016300,EMP00932,2025-07-29,Present,09:25:00,17:09:00,0.0,2025,7,July,Tuesday
ATT017683,EMP00932,2025-08-05,Present,08:46:00,17:59:00,0.0,2025,8,August,Tuesday
ATT014377,EMP00932,2025-08-08,Work From Home,08:50:00,18:55:00,0.0,2025,8,August,Friday
ATT033988,EMP00932,2025-09-06,Present,10:00:00,19:36:00,0.0,2025,9,September,Saturday
ATT023668,EMP00932,2025-11-15,Absent,,,0.0,2025,11,November,Saturday
ATT016457,EMP00932,2025-12-15,Present,08:29:00,17:28:00,0.0,2025,12,December,Monday
ATT013294,EMP00932,2025-12-26,Present,08:10:00,17:11:00,0.0,2025,12,December,Friday
ATT017773,EMP00932,2026-05-29,Present,09:50:00,19:14:00,0.0,2026,5,May,Friday
ATT031444,EMP00933,2025-02-05,Present,09:20:00,17:57:00,0.0,2025,2,February,Wednesday
ATT026851,EMP00933,2025-03-04,Absent,,,0.0,2025,3,March,Tuesday
ATT002584,EMP00933,2025-03-29,Present,09:10:00,19:29:00,0.0,2025,3,March,Saturday
ATT027802,EMP00933,2025-05-29,Absent,,,0.0,2025,5,May,Thursday
ATT023297,EMP00933,2025-07-02,Present,10:34:00,18:30:00,0.0,2025,7,July,Wednesday
ATT003488,EMP00933,2025-09-13,Present,10:58:00,19:30:00,3.1,2025,9,September,Saturday
ATT041919,EMP00933,2025-12-11,Present,10:17:00,20:02:00,0.0,2025,12,December,Thursday
ATT016881,EMP00933,2025-12-20,Present,09:30:00,20:42:00,0.0,2025,12,December,Saturday
ATT034499,EMP00933,2025-12-22,Work From Home,10:20:00,18:51:00,0.0,2025,12,December,Monday
ATT016136,EMP00933,2026-03-26,Present,08:54:00,18:28:00,3.5,2026,3,March,Thursday
ATT034851,EMP00934,2025-04-25,Present,09:10:00,18:39:00,0.0,2025,4,April,Friday
ATT019803,EMP00934,2025-04-26,Present,10:04:00,17:36:00,0.0,2025,4,April,Saturday
ATT035607,EMP00934,2025-08-08,On Leave,,,0.0,2025,8,August,Friday
ATT025690,EMP00934,2025-09-20,Present,08:37:00,20:09:00,0.0,2025,9,September,Saturday
ATT034350,EMP00934,2025-10-25,Present,09:09:00,18:43:00,0.0,2025,10,October,Saturday
ATT019364,EMP00934,2025-11-03,Present,09:46:00,17:55:00,3.2,2025,11,November,Monday
ATT003927,EMP00934,2025-11-26,Present,10:34:00,18:20:00,0.0,2025,11,November,Wednesday
ATT009851,EMP00934,2025-12-24,Present,10:30:00,20:04:00,0.0,2025,12,December,Wednesday
ATT018443,EMP00934,2026-01-10,Present,09:56:00,19:53:00,0.0,2026,1,January,Saturday
ATT036909,EMP00934,2026-01-18,Present,08:06:00,18:13:00,3.2,2026,1,January,Sunday
ATT004324,EMP00934,2026-03-10,Present,10:07:00,17:21:00,0.0,2026,3,March,Tuesday
ATT014690,EMP00934,2026-04-06,Half Day,09:10:00,19:03:00,0.0,2026,4,April,Monday
ATT018132,EMP00934,2026-04-26,Absent,,,0.0,2026,4,April,Sunday
ATT005575,EMP00935,2025-03-12,Present,09:17:00,17:00:00,0.0,2025,3,March,Wednesday
ATT029044,EMP00935,2025-04-11,Present,09:19:00,17:43:00,0.7,2025,4,April,Friday
ATT018220,EMP00935,2025-05-06,Absent,,,0.0,2025,5,May,Tuesday
ATT014528,EMP00935,2025-07-26,Present,08:02:00,20:32:00,0.0,2025,7,July,Saturday
ATT030145,EMP00935,2025-08-08,Present,08:19:00,19:19:00,0.0,2025,8,August,Friday
ATT013473,EMP00935,2025-08-14,Present,09:17:00,17:35:00,0.0,2025,8,August,Thursday
ATT041890,EMP00935,2025-11-06,Present,09:46:00,19:49:00,0.0,2025,11,November,Thursday
ATT041070,EMP00935,2025-11-20,Present,08:09:00,17:36:00,0.0,2025,11,November,Thursday
ATT013067,EMP00935,2025-12-08,Present,09:50:00,20:50:00,0.0,2025,12,December,Monday
ATT040691,EMP00935,2026-02-07,Present,08:45:00,20:00:00,0.0,2026,2,February,Saturday
ATT031640,EMP00935,2026-02-28,Present,10:39:00,18:00:00,0.0,2026,2,February,Saturday
ATT030490,EMP00935,2026-04-30,On Leave,,,0.0,2026,4,April,Thursday
ATT028447,EMP00935,2026-05-17,Present,09:22:00,17:04:00,0.0,2026,5,May,Sunday
ATT024791,EMP00936,2025-04-18,Present,08:21:00,18:29:00,0.0,2025,4,April,Friday
ATT008559,EMP00936,2025-05-18,Present,08:00:00,20:44:00,0.0,2025,5,May,Sunday
ATT022568,EMP00936,2025-10-25,Present,08:25:00,17:30:00,0.0,2025,10,October,Saturday
ATT012849,EMP00936,2025-11-02,Work From Home,10:20:00,19:19:00,0.0,2025,11,November,Sunday
ATT020136,EMP00936,2025-11-20,Present,09:14:00,18:48:00,2.3,2025,11,November,Thursday
ATT028048,EMP00936,2025-12-21,Present,08:04:00,17:59:00,0.0,2025,12,December,Sunday
ATT026243,EMP00936,2026-01-09,Present,10:05:00,18:44:00,0.0,2026,1,January,Friday
ATT025402,EMP00936,2026-02-21,Present,10:16:00,19:02:00,1.3,2026,2,February,Saturday
ATT007531,EMP00936,2026-07-06,Present,10:45:00,18:19:00,0.0,2026,7,July,Monday
ATT027162,EMP00937,2025-01-09,Absent,,,0.0,2025,1,January,Thursday
ATT036213,EMP00937,2025-02-03,Present,08:07:00,17:16:00,0.0,2025,2,February,Monday
ATT025304,EMP00937,2025-02-17,Present,08:36:00,20:46:00,2.5,2025,2,February,Monday
ATT039213,EMP00937,2025-03-17,Present,09:38:00,17:43:00,0.0,2025,3,March,Monday
ATT000652,EMP00937,2025-06-05,Present,10:22:00,19:16:00,0.0,2025,6,June,Thursday
ATT033951,EMP00937,2025-06-15,Present,10:36:00,19:05:00,0.0,2025,6,June,Sunday
ATT039317,EMP00937,2025-07-28,Absent,,,0.0,2025,7,July,Monday
ATT034527,EMP00937,2025-08-14,Present,08:41:00,17:45:00,0.0,2025,8,August,Thursday
ATT041240,EMP00937,2025-11-23,Work From Home,09:25:00,19:01:00,0.0,2025,11,November,Sunday
ATT039374,EMP00937,2025-12-10,Present,09:41:00,19:33:00,0.0,2025,12,December,Wednesday
ATT036355,EMP00937,2026-02-16,Present,10:38:00,20:17:00,2.4,2026,2,February,Monday
ATT020612,EMP00937,2026-02-25,Work From Home,09:45:00,19:58:00,0.0,2026,2,February,Wednesday
ATT037904,EMP00937,2026-03-29,Present,10:37:00,18:30:00,0.0,2026,3,March,Sunday
ATT002074,EMP00937,2026-04-15,Work From Home,10:02:00,20:43:00,0.0,2026,4,April,Wednesday
ATT014368,EMP00937,2026-05-09,Present,10:10:00,20:29:00,0.0,2026,5,May,Saturday
ATT036351,EMP00937,2026-06-24,Present,09:03:00,19:06:00,0.0,2026,6,June,Wednesday
ATT033622,EMP00937,2026-07-16,Present,09:23:00,20:49:00,1.1,2026,7,July,Thursday
ATT003158,EMP00938,2025-01-15,Present,09:17:00,19:07:00,0.0,2025,1,January,Wednesday
ATT013248,EMP00938,2025-02-17,Present,09:00:00,19:31:00,0.0,2025,2,February,Monday
ATT000055,EMP00938,2025-03-20,Present,08:17:00,20:18:00,0.0,2025,3,March,Thursday
ATT037299,EMP00938,2025-09-20,Present,10:54:00,18:04:00,0.0,2025,9,September,Saturday
ATT019697,EMP00938,2025-11-20,Half Day,08:43:00,20:43:00,0.0,2025,11,November,Thursday
ATT002339,EMP00938,2025-12-14,Absent,,,0.0,2025,12,December,Sunday
ATT039639,EMP00938,2026-01-31,Present,09:08:00,17:42:00,0.0,2026,1,January,Saturday
ATT002396,EMP00938,2026-04-03,Present,08:11:00,19:15:00,0.0,2026,4,April,Friday
ATT008418,EMP00938,2026-05-16,Half Day,10:17:00,17:24:00,0.0,2026,5,May,Saturday
ATT034796,EMP00939,2025-01-24,Present,08:53:00,20:43:00,0.0,2025,1,January,Friday
ATT013839,EMP00939,2025-03-26,Present,08:27:00,18:29:00,0.0,2025,3,March,Wednesday
ATT022445,EMP00939,2025-07-25,Present,10:23:00,18:30:00,0.0,2025,7,July,Friday
ATT003398,EMP00939,2025-08-16,Absent,,,0.0,2025,8,August,Saturday
ATT033495,EMP00939,2025-11-10,Present,09:26:00,20:41:00,0.0,2025,11,November,Monday
ATT027437,EMP00939,2026-01-03,Absent,,,0.0,2026,1,January,Saturday
ATT035774,EMP00939,2026-01-23,Present,10:36:00,18:52:00,0.0,2026,1,January,Friday
ATT002020,EMP00939,2026-03-04,Work From Home,09:02:00,18:13:00,0.0,2026,3,March,Wednesday
ATT017314,EMP00939,2026-03-08,Present,08:50:00,20:47:00,0.0,2026,3,March,Sunday
ATT035493,EMP00939,2026-03-14,Present,08:11:00,19:51:00,0.0,2026,3,March,Saturday
ATT038245,EMP00939,2026-05-10,Present,10:37:00,20:49:00,0.0,2026,5,May,Sunday
ATT009786,EMP00939,2026-07-03,Present,08:25:00,19:45:00,0.0,2026,7,July,Friday
ATT007271,EMP00940,2025-03-04,Work From Home,08:51:00,18:16:00,0.0,2025,3,March,Tuesday
ATT032064,EMP00940,2025-10-15,Present,08:01:00,19:00:00,0.8,2025,10,October,Wednesday
ATT008770,EMP00940,2025-12-26,Present,10:05:00,18:03:00,0.0,2025,12,December,Friday
ATT031714,EMP00940,2026-01-22,Present,10:37:00,17:21:00,0.0,2026,1,January,Thursday
ATT038635,EMP00940,2026-04-04,Present,09:57:00,19:52:00,1.2,2026,4,April,Saturday
ATT034575,EMP00940,2026-05-29,Present,08:41:00,19:35:00,0.0,2026,5,May,Friday
ATT020528,EMP00941,2025-01-12,Work From Home,09:09:00,20:25:00,0.0,2025,1,January,Sunday
ATT030001,EMP00941,2025-01-18,Present,09:24:00,20:43:00,0.0,2025,1,January,Saturday
ATT020729,EMP00941,2025-06-04,Present,08:01:00,19:41:00,0.0,2025,6,June,Wednesday
ATT032729,EMP00941,2025-08-09,Present,08:17:00,18:02:00,0.0,2025,8,August,Saturday
ATT041321,EMP00941,2025-08-10,Present,10:13:00,20:58:00,2.0,2025,8,August,Sunday
ATT038221,EMP00941,2025-10-24,Present,08:13:00,17:25:00,0.0,2025,10,October,Friday
ATT039599,EMP00941,2025-11-12,Work From Home,08:25:00,20:52:00,0.0,2025,11,November,Wednesday
ATT003070,EMP00941,2025-11-21,Present,09:10:00,17:34:00,1.6,2025,11,November,Friday
ATT007962,EMP00941,2025-11-26,Present,08:02:00,17:35:00,0.0,2025,11,November,Wednesday
ATT003027,EMP00941,2026-03-18,Present,10:38:00,18:47:00,0.0,2026,3,March,Wednesday
ATT010992,EMP00941,2026-03-21,Absent,,,0.0,2026,3,March,Saturday
ATT010313,EMP00941,2026-06-06,Absent,,,0.0,2026,6,June,Saturday
ATT026820,EMP00941,2026-07-04,Present,08:29:00,20:44:00,0.0,2026,7,July,Saturday
ATT005101,EMP00941,2026-07-09,Present,10:57:00,17:02:00,0.0,2026,7,July,Thursday
ATT035448,EMP00942,2025-01-27,On Leave,,,0.0,2025,1,January,Monday
ATT020861,EMP00942,2025-04-17,Present,08:52:00,18:45:00,0.0,2025,4,April,Thursday
ATT012815,EMP00942,2025-08-08,Present,09:27:00,19:14:00,0.0,2025,8,August,Friday
ATT007914,EMP00942,2025-09-26,Present,10:19:00,18:37:00,3.9,2025,9,September,Friday
ATT014267,EMP00942,2025-10-08,Present,10:38:00,17:29:00,0.6,2025,10,October,Wednesday
ATT034048,EMP00942,2025-11-10,Present,10:10:00,17:39:00,0.9,2025,11,November,Monday
ATT005867,EMP00942,2026-01-05,Present,09:22:00,17:34:00,0.0,2026,1,January,Monday
ATT036197,EMP00942,2026-01-18,Present,09:06:00,18:28:00,3.4,2026,1,January,Sunday
ATT029587,EMP00942,2026-02-20,Present,10:34:00,20:02:00,0.0,2026,2,February,Friday
ATT027314,EMP00943,2025-03-11,On Leave,,,0.0,2025,3,March,Tuesday
ATT007988,EMP00943,2025-06-20,Present,08:10:00,18:58:00,0.0,2025,6,June,Friday
ATT023477,EMP00943,2025-10-01,Present,10:02:00,18:46:00,0.7,2025,10,October,Wednesday
ATT040077,EMP00943,2025-10-05,Present,10:07:00,17:46:00,0.0,2025,10,October,Sunday
ATT001375,EMP00943,2026-01-13,Present,10:15:00,17:13:00,3.7,2026,1,January,Tuesday
ATT039783,EMP00943,2026-02-05,Present,10:09:00,18:37:00,0.0,2026,2,February,Thursday
ATT019872,EMP00943,2026-04-02,Present,10:45:00,18:34:00,0.0,2026,4,April,Thursday
ATT000495,EMP00943,2026-04-13,Absent,,,0.0,2026,4,April,Monday
ATT038362,EMP00943,2026-06-01,Absent,,,0.0,2026,6,June,Monday
ATT021701,EMP00944,2025-03-04,Absent,,,0.0,2025,3,March,Tuesday
ATT023429,EMP00944,2025-03-09,Present,10:28:00,20:02:00,0.0,2025,3,March,Sunday
ATT010884,EMP00944,2025-05-15,Present,09:30:00,20:23:00,0.0,2025,5,May,Thursday
ATT013901,EMP00944,2025-05-20,Present,09:05:00,19:37:00,0.0,2025,5,May,Tuesday
ATT015484,EMP00944,2025-08-11,Present,09:10:00,18:30:00,0.0,2025,8,August,Monday
ATT006340,EMP00944,2025-08-17,Present,09:59:00,18:10:00,0.0,2025,8,August,Sunday
ATT034413,EMP00944,2025-09-14,Present,10:55:00,20:22:00,0.0,2025,9,September,Sunday
ATT036591,EMP00944,2025-09-28,Half Day,10:02:00,18:29:00,0.0,2025,9,September,Sunday
ATT021626,EMP00944,2025-10-18,Present,08:31:00,20:16:00,0.0,2025,10,October,Saturday
ATT000846,EMP00944,2025-11-09,On Leave,,,0.0,2025,11,November,Sunday
ATT008456,EMP00944,2025-11-14,Present,10:56:00,17:02:00,0.0,2025,11,November,Friday
ATT002224,EMP00944,2025-12-21,Present,10:46:00,18:14:00,0.0,2025,12,December,Sunday
ATT021507,EMP00944,2025-12-25,Present,08:10:00,17:41:00,0.0,2025,12,December,Thursday
ATT031087,EMP00944,2026-01-11,Present,09:54:00,20:22:00,1.3,2026,1,January,Sunday
ATT031738,EMP00944,2026-03-10,On Leave,,,0.0,2026,3,March,Tuesday
ATT009236,EMP00944,2026-04-08,Present,09:48:00,18:15:00,2.8,2026,4,April,Wednesday
ATT007015,EMP00944,2026-05-25,Present,08:29:00,17:23:00,3.4,2026,5,May,Monday
ATT026364,EMP00944,2026-07-07,Present,09:04:00,20:22:00,2.7,2026,7,July,Tuesday
ATT011130,EMP00944,2026-07-18,Work From Home,09:03:00,20:43:00,0.0,2026,7,July,Saturday
ATT019661,EMP00945,2025-05-09,Absent,,,0.0,2025,5,May,Friday
ATT015773,EMP00945,2025-08-09,Present,09:06:00,20:11:00,0.0,2025,8,August,Saturday
ATT031838,EMP00945,2025-10-19,Present,10:17:00,17:48:00,0.0,2025,10,October,Sunday
ATT035705,EMP00945,2026-02-06,On Leave,,,0.0,2026,2,February,Friday
ATT023068,EMP00945,2026-05-06,On Leave,,,0.0,2026,5,May,Wednesday
ATT016216,EMP00945,2026-06-25,Present,10:33:00,20:12:00,0.0,2026,6,June,Thursday
ATT004966,EMP00945,2026-06-27,Present,10:54:00,18:06:00,0.0,2026,6,June,Saturday
ATT004792,EMP00945,2026-07-04,Work From Home,09:57:00,20:36:00,0.0,2026,7,July,Saturday
ATT000262,EMP00946,2025-01-10,Present,08:27:00,20:08:00,0.0,2025,1,January,Friday
ATT032566,EMP00946,2025-01-14,Present,09:35:00,20:10:00,0.0,2025,1,January,Tuesday
ATT006358,EMP00946,2025-03-01,Present,08:17:00,18:21:00,0.0,2025,3,March,Saturday
ATT028321,EMP00946,2025-04-01,On Leave,,,0.0,2025,4,April,Tuesday
ATT031286,EMP00946,2025-06-05,Present,08:46:00,20:33:00,0.0,2025,6,June,Thursday
ATT035683,EMP00946,2025-07-05,Present,09:12:00,18:47:00,0.0,2025,7,July,Saturday
